date,user,tweet
30-Mar,Vanessa Sung 👩🏻‍🔬 🙋🏻,Gender pay gap among professors widest at @U15ca universities. Megan Frederickson looks for potential reasons for the pay gap @UofT in this piece #universities #equity https://theconversation.com/canadian-professors-still-face-a-gender-pay-gap-93609 …pic.twitter.com/6a2uRKfEOd
30-Mar,Dr. Rosa Perez-Isiah,"Once social change begins, it cannot be reversed.... #WeLeadEd #CesarChavez #edequity #edchat #satchat #leadupchat #nyedchat #caedchat #equity pic.twitter.com/Ch0YFQ5CM1"
30-Mar,Tom Dante,"When I’ve asked groups of traders about risk, I have found the vast majority do not know what slippage is and do not understand you can go into negative equity and have never experienced a cataclysmic move"
30-Mar,TechCrunch,"Equity podcast: DocuSign files, IPOs pile up, Dropbox soars and the markets gyrate https://tcrn.ch/2GjsgvD"
30-Mar,Michael Coates - Insider,"Forex, Oil, Indexes, Metals, Stocks, Cryptocurrency, Binary Options, Social Signal Trading Attractive spreads Deposit protection up to EUR 20'000 JForex, Java, Web, iOS, Android, Bridge to MT4 Anniversary Bonus, Equity Bonus, Discount Program Read more: https://goo.gl/TVHCgc pic.twitter.com/U9bn3seRb1"
30-Mar,nadirah,"once again, with feeling: I don’t care how pithy a headline it makes; I really question the wisdom of likening entrenched norms that advantage whiteness to a policy that serves a legitimate reparative and equity-increasing role for marginalized people. https://www.nytimes.com/2018/03/30/opinion/affirmative-action-diversity.html …"
30-Mar,Veca's Online Shop ( 📍 tweet is important),ADIDAS EQUITY ADV. PARLEY Actual Photos Original Equipment Manufactured Pm for orders For Men pic.twitter.com/uXEQjP6hOS
30-Mar,UnboundEd,Where have you seen the intersection of standards-aligned instruction and equity in your school? #lightbulbmomentpic.twitter.com/WHdud1o1Y9
30-Mar,Bloomberg,Here’s a fresh reason to celebrate the end of a lousy quarter in global equities - a $400 billion dividend boost https://bloom.bg/2pPYdAo pic.twitter.com/ibvPtjQDML
30-Mar,Muneer Ahmed,"Gender Reform Action Plan (GRAP), the main goal of the GRAP is to bring about such changes in the structures and process of the government that it brings equity among men and women. #PakEmpowersWomen"
30-Mar,UNESCO,Gender inequality in education starts young and accumulates over time. See how equity indicators can help ensure all girls get the education they deserve http://on.unesco.org/2FMUvT9 #LeaveNoOneBehind #SDG4pic.twitter.com/yghI2zRb9D
30-Mar,Chris,You didn’t see the stock market start to go up the day he got elected? Or what about the lower unemployment rates? Maybe if people would let him do his job instead of criticizing him so much there wouldn’t be so much chaos and drama.
30-Mar,The Gay Mafia,"For what, being black? Or for taking away all of your guns he never took away? For saving the auto industry and getting us out of the Great Recession? For the seven years of consecutive stock market and job growth, or for protecting minorities like me? Nice try. xoxo"
30-Mar,Bad Girl Productionz,1930s -2018 Trump Nazis Banking Investing...These are his donors and what they're doing globally on the stock market. Please support #flipitblue #FBRPartyhttps://twitter.com/BadProductionz/status/979858059257438213?s=19 …
30-Mar,energizer librarian,"Patron: ""The stock market's closed today [Good Friday]. That's a bunch of BS. It's supposed to be separation of church and state."" Coworker: ""The stock market is neither of those."" Patron: ""I know that!!!!"" #librarylife"
30-Mar,nug,have not sat on someone's face since the stock market crashed in 1929 𝓷𝓾𝓰
30-Mar,DrivingTheDay,"Tech Review 2) AI & Deep Learning Conference, GTC 2018 @nvidia http://www.domainmondo.com/2018/03/tech-review-why-alibaba-and-tencent.html … #NVIDIA #StockMarket #stocks #investing #tech #investor #GPU #AI #MachineLearningpic.twitter.com/h8aE3egseg"
30-Mar,dough,GS identify the top 15 stocks where the options market appears better positioned for the stock to trade up sharply in the next three months $TWTR $BMY $EW $ETFC $XPOpic.twitter.com/aVkoeKNri2
30-Mar,RI$KMGR,"Bought ""How I made 2 million in the stock market"" based on @SJosephBurns recommendation. Read it in 1 day. Its that good. Probably best book on market psychology and trend following...... Shout out for tip Steve."
30-Mar,Quoth the Raven,NEW PODCAST: Quoth the Raven #11 - Why Do Media Idiots Love Stormy Daniels but Ignore a Totally Rigged Stock Market? https://www.podbean.com/media/share/pb-9r953-8e5042#.Wr6v9Uotyno.twitter …
30-Mar,portland farmers,It's an egg-celent weekend to visit the PSU Market and stock up on goodies for your holiday brunch! http://ow.ly/IRS030jf4hg pic.twitter.com/46aLYgnlFs
30-Mar,Orlando Alzugaray,"He didn’t start it Dan she did. Welcome to the world of power Dan know who you’re taking on or you’ll get crushed. In the street, in the boardroom, on the court, in the stock market or in public influence. If you’re going to poke the bear make sure you’re Grizzly Adams. https://twitter.com/dhruggiero/status/979824698111549441 …"
30-Mar,Batman's Bookcase,"I use an elaborate spreadsheet setup to track all the upcoming comics I plan to order/buy. If I put this much energy into the stock market or something, I could probably retire, thereby finally having time to actually read all these comics."
30-Mar,Stanford Business,"""Telling people `to give peace a chance’ can work sometimes, but a smarter way may be to give people a small stake to invest in the stock market and see the benefits of peace for themselves,"" says associate professor @saumjha.http://stanford.io/2uEh9rK"
30-Mar,NotKennyRogers,"The word ""power"" has all kinds of different meanings today. It could be a dictator with a nuclear arsenal, or a billionaire who can sway the stock market, or even a celebrity with millions of Twitter followers. But if you ever want to see what REAL power looks like...here it is: pic.twitter.com/7etv837C4X"
30-Mar,FitnessMamma,"Omg #Christmas In April comes early 4 meI thought Tuesday was April 2nd, Monday is the day!! Hot diggity dog #StockMarket #news for $DSGT $OMVS & $NBDR will be released. You have no idea how happy I am right now Maybe a bit clueless with the date, but so #Happy right now #RTpic.twitter.com/CSwFD9TGz0"
30-Mar,The Wall Street Journal,"The plan is aimed at luring tech giants such as Alibaba, Tencent, Baidu, and http://JD.com to the Chinese stock market https://on.wsj.com/2Gmazvl"
30-Mar,Steve Miller,Here is Our latest article on the #stockmarket. Are you ready for what’s ahead? Read it @seeitmarkethttps://www.seeitmarket.com/stock-market-correction-update-time-head-lower-17998/ …
30-Mar,See It Market,"NEW Article: ""Stock Market Correction Update: Time To Head Lower"" - https://www.seeitmarket.com/stock-market-correction-update-time-head-lower-17998/ … by @askSlim $SPY $QQQ $AMZNpic.twitter.com/o2clNVPdFy"
30-Mar,Holli and Michael,You might be a Swinger if: You had already seen pictures of your friends naked before you ever met them in person. Your spouse is having an orgasm while you are busy in the other room discussing the stock market. #FlashbackFriday (more to come later) pic.twitter.com/pxuqvDAS8v
30-Mar,OldStrathconaFMarket,"Old Strathcona Farmers' Market will be open Saturday March 31, be sure to stop in and stock up on everything you need for your Easter celebrations! #yegpic.twitter.com/AMd0q70ylY"
30-Mar,Bob,"I guess after the ‘geniuses’ ran this country into the ground, it’s good to see the ‘morons’ making record GDP growth, record stock market, and record employment, not bad for ‘morons’"
30-Mar,Cathy Klose,"@POTUS Only those who have US PhD can pursue H1B, GC etc Stock market did not show any progress. Consumer spending fall down. Plenty of American citizens looking for jobs. No dearth for talent. Even employed did not have good pay. Premium processing shoul"
30-Mar,Physical Psychic,"You are all but a stock on the market Many people think outside of America, ""Im glad I am not American"" Because they think this only happens in the USA Well, you are on the Market too You can be traded like a stock on the market anytime And you wont even know it"
30-Mar,Cathy Klose,"@POTUS President New tax law (corporate tax cut) did not yield any stimulus on economy. Stock market gone down. Still citizens have no faith in consumer spending. Why do we need H1B, H4, L1A, L1B visa ? It can stopped for another 5 years."
30-Mar,Maddie T,Buy #Ripple BTC & ETH directly with USD on CEX ....credit card are accepted! Here the link: https://cex.io/r/0/up114368005/0/ … … #BTC #ETH #XRP #TRX #XVG #LTC #Crypto #Cryptocurrency #XVG #Invest #StockMarket #Finance #XLM #DGB Ripple Tip Adress rNtqqEBRs4bPn3sqgLDpMdivGZpkPXd5Tepic.twitter.com/Z7tu7M5n0u
30-Mar,Meghin Delaney,"Next speaker: ""even the stock market closed today and they are in the money making business."""
30-Mar,Robbie,So Russia wanted to see the stock market go way up! They wanted NATO Members to contribute more to defense? They wanted US to deport their diplomats? They wanted US to export energy & cut into their economy? Why would russia be for all this? Weird huh
30-Mar,Bansi Sharma,"3. Instead, the country may be on its way to achieving its first 12-month period of 3 percent growth in 12 years. The stock market is at record highs, despite a few bumps, and unemployment at near-record peacetime lows."
30-Mar,CoinGape,"Bitcoin saw a great downfall by dropping down below $6,000 at one point. This was the second lowest level bitcoin has hit since November 2017. #Bitcoin #Cryptocurrency #StockMarket #USA #Altcoins #CoinGapehttp://ow.ly/YIzB30jf2b4"
30-Mar,Tom McClellan,"This is a really good point. The stock market and public mood are closely related. And bad public mood tends to be bad for those in power, leading to regime change. Early in 2012, for example, the UMich #s were very low, but recovered just in time for Obama's reelection.pic.twitter.com/FLcq4Emrnl"
30-Mar,Financial Times,Tech stock woes threaten Wall Street bull market https://on.ft.com/2pXexzJ
30-Mar,Alexi McCammond,ICYMI check out this AM's @MSNBC x @axios 1BigThing about the risk Trump is posing to the stock market https://www.msnbc.com/morning-joe-first-look/watch/the-impact-of-trump-s-tweets-on-the-market-1198570563956 …
30-Mar,Jeffrey Kleintop,"This probably isn’t the start of a bear market, but it doesn’t “feel” like a bull market right now—it’s more of a “bunny market,” as the jittery stock market hops up and down. Read our latest on the markets -> https://www.schwab.com/resource-center/insights/content/market-perspective …"
30-Mar,yoingo boingo,ok no this isn’t a joke anymore i can’t even put this in my thread this GROWN MAN in a DINOSAUR ONESIE walked in my damn store sucking on a DICK LOLLIPOP and was talking on the phone about the STOCK MARKET i’ve finally ascended past this astral plane pic.twitter.com/LjijcKKkmZ
30-Mar,gee kay,The biggest stock market Ponzi Scheme is happening before our eyes. Trump is giving his friends advance notice on tweets that he will make regarding tariffs and trade decisions so they can manipulate their stock trades making billions.
30-Mar,Jill Schlesinger,My latest BLOG: Q1 2018: Welcome to the Stock Market Rollercoaster https://bit.ly/2GIdjmb
30-Mar,TallBobFI,Someone who’s a stock trader and on FI and on the market would be interesting
30-Mar,AO Kay,"If there are any people reading Oliver’s tweet who are really tired of the leftist insanity, join us on the #MAGA Trump Train. We are #stillwinning on issues like jobs, economy, stock market, tax reform, National Defense, building a wall, and draining the swamp, to name a few."
30-Mar,MarketWatch,Weekend roundup: Fear and the stock market | Tesla’s cash problem | Easy way to make a ton of money https://on.mktw.net/2J682mN
30-Mar,Jimbo,Mr. Dean..I can't remember Nixon trying to tank the stock of an American Company for political gain. Amazon was a major reason for the stock market increases he takes credit for.
30-Mar,Illtud Llyr Dunsford,"Tomorrow marks the very last farmers market for this iteration of the business. It’ll be an emotional morning. Come say hello at @RCMAmarkets Roath and grab a bargain. Limited quantities, stock that freezer. pic.twitter.com/aWkTvy41sg"
30-Mar,Kristie Leong M.D.,"Ways to make eating #healthy more affordable: Buy in bulk. Farmers’s markets Frozen fruits & #vegetables Buy in season Stock up on frozen foods when they’re on sale. Grow your own! Remember, #healthyeating is an investment in current & future #health!pic.twitter.com/lpViS9Us4H"
30-Mar,Blake Morrow,This is your long weekend read. Check out what we have to say about the $SXP and how to trade the #JPY in response to the stock market volatility. Have a great holiday weekend. #forex $USDJPYhttps://twitter.com/forexanalytix/status/979722278312316928 …
30-Mar,Gunjan Banerji,"One interesting aspect of recent volatility is how isolated it is to stock market. Natural gas, a historically turbulent market, is having its serenest period in 22 years....via @StephanieAYang @WSJmarketshttps://blogs.wsj.com/moneybeat/2018/03/30/volatility-vanishes-from-energy-markets/ …"
30-Mar,EmergingGrowth.com,$AMPE - Great Article: http://emerginggrowth.com/ampio-pharmaceuticals-inc-nasdaq-ampe-extended-trial-shows-patients-can-avoid-total-knee-replacement/ … @breckskifan @Cavallimedia1 @trustyluis @tradeOnTheWire $JNJ $PFE $TEVA $FLXN $SNY $MRK $JPM #StockMarket #Daytrade #EmergingGrowth #HighRiskHighReturns #Success #Profit #Wealth #KneeReplacement #Knee #TKR
30-Mar,Faseeh Mangi,"Pakistan's stock market has the best quarterly performance since 2016, gaining 7.4%"
30-Mar,SEC_News,U.S. stock and bond markets are closed today in observance of #GoodFriday
30-Mar,StockTwits,"The US stock market is closed today for Good Friday. The first quarter of 2018 is over, and the S&P 500 finished DOWN 1.2%. That ends a winning streak of nine straight green quarters. $SPY $VOO $SPX https://stocktwits.com/toro365/message/118263062 …pic.twitter.com/HmvypcWfpk"
30-Mar,Michael O'Grady,"Ex-government scientist exposes ridiculous and unethical demands made by #Trump admin ‘cesspool’ RE UPDATED OIL RESERVE FORECASTS: The geologist found the request ETHICALLY IMPROPER, because the tightly held information has STOCK MARKET IMPLICATIONS https://www.rawstory.com/2018/03/ex-government-scientist-exposes-ridiculous-unethical-demands-made-trump-administration-cesspool/#.Wr49ujH-nhU.twitter …"
30-Mar,⚡Cerera ⚡,What if there is an Illuminati but it's all B-list celebrities. Like the guy who played Ted in How I Met Your Mother and Stacey Dash are deciding if the stock market should crash.
30-Mar,Funky Tiger,Its ok. Pasa Dios na lang natin yan. Ano ba nangyayari sa kanila now? Ratings - bagsak Endorsement bagsak presyo STOCKMARKET bagsak din. God does not sleep. HE s good all the tym. Lets leave all this to Him. HE s.always FAIR nJUST. He'l never let EVIL TO WIN OVER GOODNESS.
30-Mar,Crypto Michaël,"Did you hear anybody state that the stock markets were dead after 2000? Don't fool yourself. Blockchain is the next episode of improvement, the next episode to a better world. Market cycles. Now it's accumulation period before next take-off to new galaxies."
30-Mar,EmergingGrowth.com,$MSPC 11.11% After Filing Financial Statements & Disclosures For 2016 and 2017 http://emerginggrowth.com/metrospaces-inc-otc-pink-mspc-gains-11-11-after-filing-financial-statements-disclosures-for-2016-and-2017/ … $EEGI $TSLA $EDGE $NVCN $OCSY $VTSID $RMRK $SEEK $CGX $AIMH #Investing #HotStocks #StockMarket #Daytrade #EmergingGrowth #HighRiskHighReturns #Profit #Success #Wealth
30-Mar,Ryan Mallory,I feel so lost today with the stock market being closed. What am I supposed to do!?
30-Mar,Varney & Co.,"The stock market is closed today but Varney & Co. is open for business. We have big news on Facebook, Walmart, Tesla, Under Armour and more. It all starts at 9am ET. #FoxBusiness #Varneyco"
30-Mar,Grant Cardone,Invested in stock market & worried. Move to real assets that produce monthly income. http://CardoneCapital.com https://youtu.be/BXg-lTYESXQ
30-Mar,"Greg Harmon, CMT",Dragonfly Capital - What to expect from the stock market this week https://tmblr.co/Zjsg5q2WaQJVf $SPY $IWM $QQQ $GLD $TLT and more
30-Mar,Cointelegraph — Bitcoin and Cryptocurrency News,Bears all round: Global stock markets lose most in 2+ years https://cointelegraph.com/news/sore-over-bitcoin-stock-markets-post-worst-week-since-january-2016 …
30-Mar,TheStreet,"“The market is going to be more volatile -- it's going to be a stock-picker's market."" https://www.thestreet.com/story/14539691/1/stifel-ceo-talks-with-thestreet-about-the-next-move-in-the-stock-market.html …"
30-Mar,Chandra R. Srikanth,Because they account for most of the stock market? https://twitter.com/panix68/status/979312206692192256 …
30-Mar,XVGgrandpriest ⚡️ ⚡️ ⚡️,Worried about CRYPTO ? Stock market is having the worst week since 2018. pic.twitter.com/cPf6s9MbfC
30-Mar,REAL ERIN CRUZ 🇺🇸,You realize none of them take pensions because they don't retire. Feinstein is 84 and is going for another 6 year term. Better solution. No Stock Market play when in office & 5yrs post. Only simple 401K with ability to move funds w/out penalty after 5yrs post #EndBackDoorDeals
30-Mar,Ramachandran Azhakar,"#iQiyi, #China's answer to #Netflix, plunges in #WallStreet debut https://www.marketwatch.com/story/iqiyi-the-chinese-netflix-pockets-more-than-2-billion-in-ipo-stock-falls-in-debut-2018-03-29 … #Startup #Israel #India #socent #Entrepreneurship #Entrepreneurs #FemaleFounders #socialenterprise #Enterprise #amazon #AmazonPrime #socialentrepreneurship #US #StockMarket #Business #Tech"
30-Mar,Josh,"#TGIF all! Here’s todays #StockMarket update! Have a great #trading day, remember is the last day of the week/month! I’ll be closing my epic short in #FB today! Enjoy!! #stocks #cash #money #Gucci #HappyEasterWeekendpic.twitter.com/AekYMkdYId"
30-Mar,Axios,Trump's volatility problem: He's the stock market x factor https://www.axios.com/trump-volatility-problem-stock-market-x-factor-a86bef1b-e15a-46f5-b4d1-3289a898ab46.html?utm_source=twitter&utm_medium=social&utm_campaign=organic …
30-Mar,mTradingCoach,"Good morning everyone. I hope everyone plans on making money today. Just because the market is closed is no excuse for you not to have other revenue income sources working for you. Never be just at the mercy of the stock market being open, or if your trading day was profitable pic.twitter.com/7rXEOZtNEm"
30-Mar,Stocks Picker,"Market Facts Are you ready to sit tight on your fundamentally strong stock which doesn't show price movement for years? If your answer is YES, the stock market is a nice place for you to be in."
30-Mar,Momentum Sheffield,"Reducing food waste is vitally important for our environment, and for us all. Sharehouse market is open today 12pm-2pm why not pop down and stock up for less whilst supporting the Real Junk Food Project ? it's Good Friday! "" for all you grocery needs #belliesnotbins ""https://twitter.com/RealJunkFoodSHF/status/979652639561584640 …"
30-Mar,The MoneyMile,Part 2: The perfect way to beat inflation and join the wealth creation ways on the stock market is investing in #ELSS. Hear @VivekLaw on #ELSSSahihaipic.twitter.com/vhdbK4eJIl
30-Mar,Alastair Williamson,"Saxo Chief Economist Warns Consumers ""Maxed Out"", Fears 30% Plunge In Stock Market https://www.zerohedge.com/news/2018-03-29/saxo-chief-economist-warns-consumers-maxed-out-fears-30-plunge-stock-market …"
30-Mar,Hollywood Reporter,Chinese Streaming Giant iQiyi's Stock Drops in U.S. Market Debut http://thr.cm/R0pHGb pic.twitter.com/kUvlarFuT9
30-Mar,Raf the Expert by Experience,"Listen up people... A tweet by @withoutstigma has reminded me that although it is now the Easter period there are still lots of hard working dedicated staff caring for people. In the stock market, markets open and markets close, they stop trading. In care... We never stop caring! pic.twitter.com/3xgWgoAozG"
30-Mar,Ennis Farmers Market,Tempting tastes and smells as the stalls are setting up this morning. Stock up on #localfood for the #EasterWeekend. See you at #Ennis Farmers Market! #Ennis #clare #farmersmarketpic.twitter.com/z5aptBhRlt
30-Mar,StockportGolfPro,Back in stock for 2018! @Oscar_Jacobson the best men’s golf trousers on the market #class #golf #shoplocal #hereforthememberspic.twitter.com/miEb3IY4QB
30-Mar,The Wall Street Journal,"Stock market rotations sometimes benefit investors, but the historical echoes in this tech selloff are worrisome, writes James Mackintosh https://on.wsj.com/2uAb8wd"
30-Mar,Syncubate,"#hodl doesn't just apply to #crypto. Patience can pay in the #stockmarket too. For example, $DELL from 1988 IPO to 1999: ""Those who bought 100 shares for a total of $850 saw their investment grow to 9,600 shares worth $43 each, or more than $412K."" See: https://www.fool.com/investing/2018/03/12/dell-stock-split-history-how-the-tech-giant-made-e.aspx …https://twitter.com/HHorsley/status/979401188264181760 …"
30-Mar,Bloomberg Markets,VIX up 81% shows extent of stock market pain in jarring quarter https://bloom.bg/2IiaG7x via @lena_popinapic.twitter.com/oTsVzJ4a3b
29-Mar,Lubasha Jr,"Iphone 6+ Mpya kwenye ganda lake. Full box. Storage: 16gb Color: gold Price:760,000/= Serious customer hit my dm button #TwitterGuliopic.twitter.com/YKY2BPvAFo"
29-Mar,Cheap Ass Gamer,CoD 4: Modern Warfare (X1/360) $14.99 via Xbox Live (Gold Price). Now Backwards Compatible. http://ow.ly/CW0o30jdUU6 pic.twitter.com/7OiFqYo4To
29-Mar,GoldSilver,Gold Price Has Crushed the Market This Century... https://zurl.co/1wzpV pic.twitter.com/MkI2PASmcl
29-Mar,Dr Emma Beckett,"People in the majorities, you can’t just preach about diversity & supporting equity because it’s “woke” or “on brand”. You have to actually follow through to let people in & share your space."
29-Mar,PIMCO,Are government bonds a “safe-haven” from equity market volatility? http://pim.co/gg9kt pic.twitter.com/nwsM6FaN1E
29-Mar,Sriram,"For FIIs, India still a bright spot among EMs. India led other emerging markets in drawing overseas funds for its equities in March, with foreign investors buying $2.06 billion of local stock in the month. http://ecoti.in/nxdUCY"
29-Mar,Shaiya Robinson,I march for evidence-based policy making. I march for collaboration NOT competition. I march to improve gender equity and diversity. I march for better funding. #whyareyoumarching? @ScienceMarchTOpic.twitter.com/gPwuyVsRPL
29-Mar,Jay McKenzie,"October 2017: ""BlackRock Inc and private equity firm Blackstone Group are planning to open offices in Saudi Arabia, encouraged by the investment opportunities offered by the kingdom, Crown Prince Mohammed bin Salman told Reuters."" https://www.reuters.com/article/us-saudi-economy-blackrock-blackstone-gr/blackrock-blackstone-to-open-offices-in-saudi-arabia-crown-prince-idUSKBN1CW2SR …"
29-Mar,Tom Davidoff,#vanre #bcpoli Fact: my twitter feed is Archie Bunker the middle class homeowner with $2M+ in home equity against Meathead the millennial renter (or more apt guy who lives w in-laws).
29-Mar,Atul Bhatkhalkar,"Raising funds from equity markets touched an all-time high of about Rs 1.8 lakh crore during 2017-18. The amount raised was 3.5 times the money mobilised during 2016-17, and beat the previous high of Rs 86,710 crore achieved in 2009-10. https://epaper.timesgroup.com/Olive/ODN/TimesOfIndia/# …"
29-Mar,Seattle DSA 🌹,"Join Social Equity Educators, Oklahoma Teachers United, and Arizona Teachers United in solidarity with teachers’ and educators’ struggle across the country, Saturday March 31 at 4pm at the Labor Temple. https://seattledsa.org/event/educators-revolt-solidarity-oklahoma/ …"
29-Mar,Canadian Labour,"The #genderpaygap is even wider for some. For example, Indigenous women make 45 percent less. Women with a disability make 56 percent less. Enough is enough - add your voice to demand pay equity now: http://bit.ly/2FpM4g9 #donewaiting #cdnpoli #payequity #canlab #TimesUppic.twitter.com/MTpYjiJjBm"
29-Mar,Opeola Bukola,"Alright, it's on. Mid-late twenties black woman seeks white male mentor in Startup, VC, Equity space. Must be wokety woke, preferably happily married feminist with a feminist wife who's equally dope, cuz I'm not trying to get harassed this year. RT please."
29-Mar,🌻MÎŚŚ_PŘÊĚŤÍ 🌻,"With Equity, Parity Under #सहमति #SaintMSG_Initiative59 So that Families Remain Bound in Love & Guiding them to Rather approaching Courts Resolve their Disputes With Meditation & With Self Understandings."
29-Mar,Malinda S. Smith,"“Can you define diversity, equity, inclusion, equality, microaggressions, identity, ally...? If you are not familiar with any of the terms or you have no prior activity related to DEI, then now is the time to engage.” #cdnpse #highered @insidehigheredhttps://www.insidehighered.com/advice/2017/08/21/how-graduate-students-can-demonstrate-commitment-diversity-job-interviews-essay …"
29-Mar,stephon,"Choose JOY. Never ever forget your capacity to create change. This is your university, these are your spaces— demand inclusivity, equity and respect. My ambassadors blow me away!!! Make sure y’all stop by to see us in the @UNT_MCpic.twitter.com/GkOtQgrkDX"
29-Mar,Brad Lander,"Incredible evening w/ #TeensTakeCharge. NYC’s young people are demanding an end to segregation & a future rooted in equity. After listening to their stories & their policy proposals, I really believe they will make it happen. pic.twitter.com/ITt5ZUxx5n"
29-Mar,Eriq Felix,"Hope they use @Center4UrbanEd’s equity-minded tools on improving the recruitment, selection, and retention of faculty of color. #The500https://twitter.com/chronicle/status/979425596446035969 …"
29-Mar,WINGS OF FIRE,"In 2012, UPA govt decided to infuse equity support of 42,182 crores of tax payers money to keep Air India fit and fine for flying Politicians. You can see the same Assholes making noise over disinvestment now"
29-Mar,Emma Caterine 🌹 ⚖️ 💸,"Toys R Us executives and private equity bros stole 30,000+ livelihoods. Why don't the cops go arrest them? https://twitter.com/washingtonpost/status/979407128648708097 …"
29-Mar,GPE,"Equity in education means responding to the specific needs of children who are living in poverty, disabled, displaced, and often girls. Learn more in @UNESCOstat's handbook on measuring equity in education: http://on.unesco.org/2FMUvT9 pic.twitter.com/ASq4RqJteH"
29-Mar,Evareium,#Evareium is set to disrupt the $700+ billion Global Private Equity #RealEstate fund market on a large scale!https://www.youtube.com/watch?v=lyHjBkB-PXI …
29-Mar,Melinda Briana Epler,"Also... thank you to all that do value diversity, inclusion, equity, impact. Thank you to those who are working hard every day to create change. I see you. I value you. Your work matters. You matter."
29-Mar,Bloomberg TV,"U.S. stocks jumped Thursday, with tech shares leading the way, as equity markets ended a tumultuous quarter on a high note https://bloom.bg/2J4xZ6d pic.twitter.com/HRUuORyhsZ"
29-Mar,cause haun,"Thank you to @WestSeattleHS for inviting @MomsDemand and @WaGunResponsib to speak to the students on Gun Violence through an Equity Lens. The students were wonderful - engaged, supportive, and questioning. pic.twitter.com/YeAWMNcrbw"
29-Mar,Wil Del Pilar,"The conversation about debt free/free college is encouraging, @TiffanyJonesPhD makes the case on the importance of focusing on equity. Free College Can Be a Good Idea, But Only if It Helps Students Who Struggle the Most to Pay https://edtru.st/2ux22jz"
29-Mar,UNESCO,Too many countries neglect basic education while over-spending on a wealthy few in higher education. New Handbook helps bring more equity to education finance http://on.unesco.org/2FMUvT9 #SDG4 #LeaveNoOneBehindpic.twitter.com/FD6kWJGRfz
29-Mar,Erika lloyd,Arts enrichment via fundraising or access to specialized schools? Just the concept of “arts enrichment” is problematic as access to quality arts education should be a reality for all students as a matter of equity. @SarahPapoff @rjdurocher @berylrcohen @MrVente @Jason_Tohttps://twitter.com/peoplefored/status/979455656838160385 …
29-Mar,Chris Mitchelmore,"In 2017-18 the Province’s film and television industry exceeded $50M in production value for the first time. To continue this economic growth in Budget 2018, our Government is investing $4M in the Film Equity Program. @TCII_GovNLpic.twitter.com/KGB078DFSC"
29-Mar,Vala Afshar,10 ways to fund shifts to digital business: 1 internal self-funding 2 existing budget 3 reinvestment from reserves 4 reallocation 5 reduced profits 6 new bond/equity capital investors 7 loans 8 off balance sheet entities 9 divestitures 10 asset disposals http://gtnr.it/2pIW2Qa pic.twitter.com/mHTskEWBSF
29-Mar,Ann Killion,"Pisses me off that Cal is already portraying this as a Title IX issue. Department has been mismanaged for years. Don't turn it into a gender war: Budget woes, gender-equity rules might force Cal to cut some sports https://www.sfchronicle.com/sports/article/Budget-woes-may-force-Cal-to-cut-some-sports-12789385.php?utm_campaign=twitter-premium&utm_source=CMS%20Sharing%20Button&utm_medium=social … via @sfchronicle"
29-Mar,UNITE & FIGHT,He paid with a home equity line of credit despite being worth 10's of millions. That's your clue. Money laundering!
29-Mar,Ben Carlson,House Hunters: I’m a gluten consultant and my husband used a home equity loan to trade crypto Our budget is... $1 million...no $500k...wait $100k...I think we’ll just rent
29-Mar,Janette Sadik-Khan,"What's even worse than charging people to drive into the busiest part of the city? Letting them do it for free at rush hour. If ever there was an equity argument for transportation, it's congestion pricing. http://nymag.com/daily/intelligencer/2018/03/all-the-arguments-against-congestion-pricing-refuted.html …"
29-Mar,Caleb Davidson,"Discipline in our schools needs to be... justice, equity, empathy, not punishment, oppressing, and alienating. #DL2018 #BeTheChange #restorativejustice #TariqKhamisaFoundation"
29-Mar,Ottawa Catholic SB,Congrats to retired #ocsb educator Moses Pratt for being recognized by our Prime Minister for his leadership and dedication in equity & diversity at the Annual Global Community Alliance Gala & Award Ceremony. https://www.facebook.com/OttCatholicSB/videos/1741067602616809/ …
29-Mar,ElisaVillanuevaBeard,It’s impossible to overstate the importance of parent voices in the movement for educational equity and excellence. An inspiring look at the power of parent leadership and advocacy: https://bit.ly/2IV2dIF
29-Mar,Garbage 🦍,"""Are private equity firms that suck the blood out of the middle class bad? Who can really say?"" Clinton opined as Harvey Weinstein nods."
29-Mar,Eric Fisher,"Former MLBAM exec Dinn Mann sues company, and Disney-owned BAMTech for breach of contract, claiming a more than a decade-old promise of equity in MLBAM's non-baseball digital business, which became BAMTech, was never fulfilled."
29-Mar,Tech:NYC,"In a new @Mission_Mag profile, @GirlsWhoCode CEO & Tech:NYC board member @reshmasaujani says she wants to ""close the gender gap in tech and create a world beyond equity"" http://www.missionmag.org/reshma-saujani pic.twitter.com/XKTBtFFt13"
29-Mar,Margari Aziza,I’m so frustrated by how so many many Muslim orgs lack a racial equity lens on their policies and lack critical cultural competency which is painful for many who are marginalized by the dominant groups.
29-Mar,Tony Coaxum,"Full Pads before Easter weekend. Chips put in some more “sweat equity today. When you love what you do, you never have to call it work! #FireUpChipspic.twitter.com/mkjuOKzWIv"
29-Mar,Neena 🌸,There is NO such thing as EQUALITY in ISLAM ISLAM is about EQUITY (fairness with all)
29-Mar,Prof. Steve Hanke,"Global equities are indicating even lower-highs. Additionally, the S&P 500 is down over 8% since its all-time high in January. Looks like the sharks are out to get the bulls. @hedgeye pic.twitter.com/QaVHvgUPTs"
